Path,Size_Bytes,Type,Description,Recommended_Action
scratch/write_image_model_install_planner.py.metadata.json,132,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_report.py,11158,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_report.py.metadata.json,114,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_svc.py,26371,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_tests.py,22555,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_tests.py.metadata.json,131,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_data_Conversations_conv_31f213dd_2026-08-26.txt_20260907_175551.bak,1303182,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_data_Conversations_conv_31f213dd_2026-08-27.md_20260907_175551.bak,1410016,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_data_Conversations_New2_conv_31f213dd_2026-08-26.txt_20260907_175551.bak,1303182,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_data_Conversations_New_conv_31f213dd_2026-08-27.md_20260907_175551.bak,1410016,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_data_mcp_servers_gmail_credentials.json,500,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_data_preferences.json_20260907_175551.bak,21344,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_mcp_servers_gmail_credentials.json,499,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_mcp_servers_gmail_gcp-oauth.keys.json,402,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_candidate_release_c82_security_mcp_servers_gmail_LOGIN_GMAIL.bat,362,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_CrisperWeaver_build_windows_x64_runner_Release_data_Conversations_conv_31f213dd_2026-08-26.txt_20260907_175551.bak,1303182,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_CrisperWeaver_build_windows_x64_runner_Release_data_Conversations_conv_31f213dd_2026-08-27.md_20260907_175551.bak,1410016,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_CrisperWeaver_build_windows_x64_runner_Release_data_Conversations_New2_conv_31f213dd_2026-08-26.txt_20260907_175551.bak,1303182,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_CrisperWeaver_build_windows_x64_runner_Release_data_Conversations_New_conv_31f213dd_2026-08-27.md_20260907_175551.bak,1410016,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_CrisperWeaver_build_windows_x64_runner_Release_data_mcp_servers_gmail_credentials.json,500,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/backups_before_sanitization/D_Antigravity_AgentFolder_CrisperWeaver_build_windows_x64_runner_Release_data_preferences.json_20260907_175551.bak,21344,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
